ชื่ออาหาร,จำนวน,ราคา,มูลค่า
ก้อยปลา,2,107,214
ก้อยปลา,3,65,195
ต้มแซ่บ,4,32,128
ข้าวเหนียว,2,50,100
ตำปู,4,54,216
ส้มตำ,3,116,348
ตำปู,3,38,114
ลาบหมู,4,111,444
ปลาร้าบอง,3,149,447
แกงอ่อม,4,148,592
ตำปู,1,128,128
ปลาร้าบอง,2,46,92
ตำปู,5,101,505
ตำไทย,4,76,304
แกงอ่อม,4,106,424
ข้าวเหนียว,3,105,315
ปลาร้าบอง,4,52,208
ไส้กรอกอีสาน,1,103,103
หมกหน่อไม้,3,72,216
ส้มตำ,3,106,318
แจ่วบอง,1,50,50
ซุปหน่อไม้,5,71,355
ข้าวเหนียว,4,137,548
หมูยอ,2,128,256
ปลาดุกย่าง,4,99,396
ข้าวเหนียว,2,62,124
แหนม,4,112,448
แจ่วบอง,1,47,47
ก้อยปลา,1,59,59
ลาบหมู,4,83,332
ลาบหมู,5,92,460
หมกหน่อไม้,1,148,148
ซุปหน่อไม้,4,89,356
ข้าวเหนียว,1,126,126
ก้อยปลา,1,72,72
ไก่ย่าง,1,92,92
ไก่ย่าง,4,137,548
แหนม,5,142,710
ต้มแซ่บ,4,47,188
ข้าวเหนียว,3,65,195
ซุปหน่อไม้,5,77,385
ปลาร้าบอง,2,119,238
แจ่วบอง,2,95,190
ข้าวจี่,2,65,130
ลาบหมู,5,100,500
ต้มแซ่บ,1,45,45
ปลาดุกย่าง,5,126,630
ข้าวเหนียว,1,83,83
แหนม,5,83,415
ต้มแซ่บ,1,75,75
หมกหน่อไม้,3,128,384
ก้อยปลา,1,99,99
ต้มแซ่บ,5,35,175
ต้มแซ่บ,5,31,155
ปลาดุกย่าง,4,73,292
ปลาร้าบอง,1,87,87
ก้อยปลา,1,106,106
ลาบหมู,3,108,324
ข้าวจี่,3,57,171
ต้มแซ่บ,5,69,345
หมกหน่อไม้,2,73,146
ก้อยปลา,2,140,280
ไส้กรอกอีสาน,3,35,105
ไก่ย่าง,4,119,476
ข้าวจี่,2,125,250
ปลาร้าบอง,3,124,372
แหนม,3,141,423
ข้าวเหนียว,3,46,138
ข้าวจี่,2,73,146
น้ำตกหมู,2,49,98
ส้มตำ,3,55,165
ตำปู,1,86,86
แจ่วบอง,1,125,125
ก้อยปลา,4,104,416
น้ำตกหมู,5,112,560
ไส้กรอกอีสาน,3,74,222
แหนม,5,117,585
แจ่วบอง,3,85,255
ไก่ย่าง,4,68,272
ไส้กรอกอีสาน,2,99,198
หมูยอ,5,119,595
น้ำตกหมู,4,94,376
ไส้กรอกอีสาน,5,76,380
ซุปหน่อไม้,3,64,192
ไส้กรอกอีสาน,5,64,320
หมูยอ,3,106,318
ลาบหมู,2,118,236
ตำแตง,4,69,276
ต้มแซ่บ,3,101,303
หมูยอ,5,47,235
ตำแตง,3,104,312
ปลาดุกย่าง,2,70,140
ต้มแซ่บ,5,120,600
ปลาร้าบอง,1,149,149
ข้าวเหนียว,1,148,148
ข้าวเหนียว,4,145,580
ก้อยปลา,2,33,66
ก้อยปลา,3,51,153
หมูยอ,2,110,220
น้ำตกหมู,1,58,58
ข้าวเหนียว,3,63,189
ปลาดุกย่าง,5,50,250
ปลาดุกย่าง,3,127,381
ปลาดุกย่าง,2,105,210
หมูยอ,1,41,41
ซุปหน่อไม้,1,148,148
หมกหน่อไม้,3,116,348
หมูยอ,1,132,132
น้ำตกหมู,1,79,79
ตำไทย,1,45,45
ต้มแซ่บ,5,49,245
ปลาร้าบอง,4,144,576
แหนม,3,38,114
ปลาร้าบอง,4,131,524
ข้าวเหนียว,2,39,78
น้ำตกหมู,1,53,53
ข้าวเหนียว,5,132,660
แกงอ่อม,5,116,580
ตำปู,5,99,495
แจ่วบอง,4,145,580
แกงอ่อม,2,34,68
ซุปหน่อไม้,4,88,352
แกงอ่อม,4,87,348
ข้าวเหนียว,3,138,414
ตำไทย,2,47,94
แจ่วบอง,3,139,417
น้ำตกหมู,2,96,192
ไส้กรอกอีสาน,4,116,464
ส้มตำ,2,102,204
ต้มแซ่บ,3,92,276
ตำปู,1,55,55
หมกหน่อไม้,3,148,444
ตำไทย,2,93,186
ตำปู,4,71,284
ก้อยปลา,4,147,588
หมูยอ,1,143,143
ปลาร้าบอง,2,43,86
ส้มตำ,1,92,92
ตำปู,2,125,250
หมกหน่อไม้,4,123,492
แกงอ่อม,3,76,228
ตำไทย,3,86,258
แกงอ่อม,4,147,588
แกงอ่อม,5,45,225
ไก่ย่าง,3,43,129
ปลาร้าบอง,1,138,138
ข้าวเหนียว,1,111,111
ส้มตำ,2,61,122
ไก่ย่าง,4,35,140
หมกหน่อไม้,5,79,395
หมูยอ,4,85,340
ลาบหมู,4,138,552
ตำแตง,4,149,596
ตำแตง,2,95,190
หมูยอ,1,55,55
ก้อยปลา,4,132,528
หมกหน่อไม้,4,144,576
ข้าวจี่,3,85,255
ไส้กรอกอีสาน,1,142,142
ข้าวเหนียว,5,132,660
ปลาดุกย่าง,3,139,417
แหนม,5,33,165
ตำปู,3,106,318
ลาบหมู,4,48,192
หมูยอ,1,91,91
หมกหน่อไม้,5,61,305
หมกหน่อไม้,5,41,205
แหนม,4,114,456
แกงอ่อม,1,101,101
ตำแตง,1,132,132
ลาบหมู,2,118,236
แหนม,4,114,456
หมกหน่อไม้,2,109,218
ส้มตำ,5,109,545
ตำปู,4,109,436
ปลาร้าบอง,3,80,240
ข้าวจี่,1,114,114
หมกหน่อไม้,5,70,350
ตำปู,5,143,715
ปลาดุกย่าง,1,127,127
ปลาดุกย่าง,3,50,150
ปลาดุกย่าง,3,109,327
ตำแตง,1,101,101
ตำปู,5,137,685
ข้าวจี่,1,92,92
ตำแตง,2,86,172
หมกหน่อไม้,1,138,138
ไก่ย่าง,4,109,436
ซุปหน่อไม้,2,125,250
ตำแตง,3,35,105
แกงอ่อม,4,34,136
ซุปหน่อไม้,3,119,357
ตำไทย,1,84,84
ตำปู,4,32,128
หมกหน่อไม้,1,143,143
ข้าวจี่,1,115,115
ตำไทย,2,149,298
ซุปหน่อไม้,2,104,208
ซุปหน่อไม้,5,146,730
ซุปหน่อไม้,1,61,61
ลาบหมู,1,32,32
หมกหน่อไม้,4,126,504
ปลาดุกย่าง,2,101,202
ข้าวเหนียว,2,77,154
ตำแตง,1,130,130
ส้มตำ,5,104,520
ปลาร้าบอง,3,99,297
ตำไทย,5,147,735
ซุปหน่อไม้,4,79,316
แจ่วบอง,1,125,125
ตำปู,3,82,246
ลาบหมู,4,111,444
แกงอ่อม,5,46,230
ส้มตำ,3,123,369
แหนม,5,127,635
ตำไทย,1,34,34
น้ำตกหมู,5,56,280
ก้อยปลา,1,76,76
หมูยอ,2,83,166
ต้มแซ่บ,2,102,204
ตำไทย,1,76,76
ลาบหมู,4,121,484
แกงอ่อม,2,126,252
แหนม,3,123,369
ข้าวจี่,3,35,105
แหนม,4,111,444
ข้าวจี่,4,47,188
แหนม,5,101,505
ส้มตำ,3,120,360
ลาบหมู,5,62,310
แกงอ่อม,2,93,186
แหนม,3,57,171
ข้าวเหนียว,2,50,100
น้ำตกหมู,3,103,309
ข้าวเหนียว,1,73,73
ซุปหน่อไม้,4,75,300
ตำปู,1,30,30
ไส้กรอกอีสาน,5,116,580
ลาบหมู,1,138,138
ก้อยปลา,5,123,615
ส้มตำ,5,58,290
หมกหน่อไม้,5,83,415
ปลาดุกย่าง,3,51,153
ตำไทย,2,50,100
ข้าวจี่,4,78,312
หมูยอ,3,114,342
ลาบหมู,2,43,86
ตำปู,1,39,39
แหนม,5,141,705
แจ่วบอง,5,130,650
หมกหน่อไม้,2,116,232
หมกหน่อไม้,3,77,231
ตำแตง,5,149,745
ข้าวเหนียว,4,45,180
ตำปู,2,89,178
ปลาร้าบอง,1,128,128
แจ่วบอง,1,35,35
ไก่ย่าง,4,126,504
ตำปู,3,93,279
ไส้กรอกอีสาน,5,58,290
ตำแตง,1,75,75
ไส้กรอกอีสาน,3,33,99
หมกหน่อไม้,3,102,306
ข้าวเหนียว,3,134,402
ไก่ย่าง,1,118,118
ตำแตง,1,138,138
ไก่ย่าง,3,145,435
ลาบหมู,3,141,423
หมกหน่อไม้,2,146,292
หมกหน่อไม้,3,131,393
ซุปหน่อไม้,3,113,339
ลาบหมู,2,147,294
ก้อยปลา,4,86,344
แหนม,2,66,132
ตำไทย,3,62,186
แกงอ่อม,1,132,132
ข้าวจี่,3,135,405
ต้มแซ่บ,1,120,120
แกงอ่อม,5,130,650
ต้มแซ่บ,5,144,720
ก้อยปลา,1,75,75
ไส้กรอกอีสาน,1,71,71
ตำแตง,2,142,284
ไก่ย่าง,4,119,476
แกงอ่อม,1,35,35
ข้าวเหนียว,4,106,424
ต้มแซ่บ,1,146,146
แจ่วบอง,5,63,315
ไก่ย่าง,4,121,484
แหนม,1,49,49
ก้อยปลา,4,142,568
ต้มแซ่บ,4,48,192
ต้มแซ่บ,2,38,76
ปลาดุกย่าง,1,118,118
ปลาดุกย่าง,5,95,475
ปลาดุกย่าง,5,112,560
ข้าวจี่,1,105,105
ข้าวเหนียว,4,32,128
แหนม,2,38,76
หมูยอ,1,103,103
หมกหน่อไม้,2,64,128
แกงอ่อม,2,100,200
ตำปู,5,88,440
ลาบหมู,5,42,210
ต้มแซ่บ,3,106,318
หมูยอ,3,99,297
ไก่ย่าง,3,82,246
ตำปู,3,122,366
ลาบหมู,2,113,226
ตำปู,4,145,580
แหนม,3,122,366
ปลาร้าบอง,5,126,630
ข้าวเหนียว,3,103,309
แจ่วบอง,3,121,363
ข้าวจี่,3,68,204
น้ำตกหมู,2,56,112
หมกหน่อไม้,1,119,119
ลาบหมู,3,123,369
ก้อยปลา,5,40,200
ลาบหมู,5,119,595
ลาบหมู,4,133,532
ปลาดุกย่าง,4,58,232
ก้อยปลา,2,117,234
ตำปู,4,105,420
ต้มแซ่บ,3,46,138
แกงอ่อม,2,126,252
ตำแตง,5,45,225
แจ่วบอง,2,48,96
แจ่วบอง,5,87,435
ส้มตำ,3,134,402
ปลาดุกย่าง,3,91,273
ตำแตง,3,111,333
น้ำตกหมู,3,119,357
ลาบหมู,1,73,73
แกงอ่อม,4,137,548
ส้มตำ,4,51,204
ปลาดุกย่าง,5,121,605
ข้าวจี่,1,137,137
ก้อยปลา,2,54,108
ข้าวจี่,1,114,114
แจ่วบอง,5,137,685
หมกหน่อไม้,5,36,180
ปลาร้าบอง,5,123,615
ต้มแซ่บ,4,94,376
ข้าวเหนียว,1,74,74
ตำปู,4,77,308
ลาบหมู,5,129,645
หมกหน่อไม้,3,41,123
ตำปู,3,33,99
ปลาดุกย่าง,3,129,387
ข้าวเหนียว,3,141,423
แจ่วบอง,4,36,144
แหนม,4,56,224
ตำไทย,5,122,610
แกงอ่อม,5,88,440
หมกหน่อไม้,2,76,152
น้ำตกหมู,2,39,78
ก้อยปลา,3,113,339
ตำแตง,3,58,174
ต้มแซ่บ,5,136,680
ก้อยปลา,2,43,86
ต้มแซ่บ,1,115,115
ข้าวเหนียว,5,39,195
น้ำตกหมู,3,127,381
ไส้กรอกอีสาน,1,146,146
ก้อยปลา,2,60,120
แหนม,2,145,290
ลาบหมู,3,150,450
ต้มแซ่บ,1,70,70
ซุปหน่อไม้,4,128,512
หมูยอ,5,135,675
ส้มตำ,1,75,75
ข้าวเหนียว,4,72,288
ส้มตำ,2,118,236
แจ่วบอง,2,93,186
ปลาดุกย่าง,2,132,264
ตำไทย,5,50,250
ไส้กรอกอีสาน,5,67,335
ปลาดุกย่าง,4,122,488
แหนม,2,92,184
ส้มตำ,4,121,484
แกงอ่อม,4,62,248
หมูยอ,5,121,605
ตำไทย,4,39,156
ไส้กรอกอีสาน,5,150,750
แกงอ่อม,3,36,108
ปลาดุกย่าง,1,118,118
ตำไทย,4,128,512
ก้อยปลา,2,81,162
ส้มตำ,4,125,500
ซุปหน่อไม้,1,89,89
ต้มแซ่บ,5,131,655
ตำไทย,3,129,387
ไส้กรอกอีสาน,5,38,190
ต้มแซ่บ,1,51,51
หมกหน่อไม้,2,62,124
ต้มแซ่บ,5,57,285
ลาบหมู,2,130,260
แกงอ่อม,5,67,335
ตำไทย,2,33,66
ไส้กรอกอีสาน,4,130,520
หมูยอ,1,113,113
หมกหน่อไม้,3,31,93
ต้มแซ่บ,5,121,605
ตำไทย,3,72,216
ซุปหน่อไม้,4,116,464
ก้อยปลา,2,30,60
ตำแตง,3,55,165
ปลาดุกย่าง,1,99,99
ส้มตำ,5,45,225
ข้าวจี่,2,90,180
ตำปู,1,130,130
ไส้กรอกอีสาน,2,71,142
แหนม,3,40,120
ตำไทย,1,42,42
ปลาดุกย่าง,1,59,59
ปลาร้าบอง,3,111,333
ปลาร้าบอง,3,142,426
แจ่วบอง,5,59,295
ซุปหน่อไม้,5,117,585
ส้มตำ,2,91,182
ต้มแซ่บ,3,59,177
ข้าวจี่,5,39,195
หมูยอ,4,145,580
ปลาดุกย่าง,5,103,515
ก้อยปลา,4,34,136
ตำปู,1,40,40
ก้อยปลา,2,105,210
ตำปู,2,84,168
ต้มแซ่บ,1,114,114
ตำปู,5,119,595
ข้าวจี่,4,130,520
แหนม,5,84,420
ซุปหน่อไม้,2,104,208
ส้มตำ,3,55,165
ส้มตำ,5,72,360
ส้มตำ,2,129,258
แกงอ่อม,3,134,402
ปลาดุกย่าง,1,49,49
หมกหน่อไม้,3,76,228
หมกหน่อไม้,1,124,124
ลาบหมู,2,72,144
ก้อยปลา,4,86,344
ตำปู,3,142,426
แหนม,1,55,55
ไส้กรอกอีสาน,3,143,429
